ORIGIN,DEST,CANCELLED,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,ARR_DELAY
ATL,SNA,0,0,,,,,,-21
ATL,SNA,0,0,,,,,,-32
ATL,SFO,0,0,,,,,,-20
ATL,LAX,0,0,,,,,,4
ATL,SAN,0,0,,,,,,-29
ATL,SFO,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,-13
ATL,SFO,0,0,,,,,,-29
ATL,LAX,0,0,,,,,,-23
ATL,LAX,0,0,,,,,,-1
ATL,SFO,0,0,,,,,,-30
ATL,SAN,0,0,,,,,,1
ATL,LAX,0,0,,,,,,-16
ATL,LAX,0,0,,,,,,2
ATL,LAX,0,0,,,,,,-12
ATL,LAX,0,0,,,,,,-5
ATL,SFO,0,0,,,,,,-25
ATL,SMF,0,0,,,,,,-12
ATL,SMF,0,0,20,0,0,0,0,20
ATL,OAK,0,0,,,,,,-7
ATL,LAX,0,0,,,,,,-8
ATL,LAX,0,0,,,,,,5
ATL,SFO,0,0,,,,,,-24
ATL,SNA,0,0,,,,,,14
ATL,SFO,0,0,,,,,,-24
ATL,SAN,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,-21
ATL,SAN,0,0,,,,,,-29
ATL,SNA,0,0,,,,,,-37
ATL,SFO,0,0,,,,,,-19
ATL,SNA,0,0,,,,,,-22
ATL,SAN,0,0,,,,,,6
ATL,LAX,0,0,13,0,14,0,0,27
ATL,SAN,0,0,,,,,,-10
ATL,LAX,0,0,,,,,,-16
ATL,SAN,0,0,,,,,,10
ATL,ONT,0,0,,,,,,-16
ATL,SFO,0,0,,,,,,-20
ATL,SAN,0,0,,,,,,-10
ATL,LAX,0,0,,,,,,-21
ATL,SFO,0,0,,,,,,-29
ATL,SJC,0,0,,,,,,-7
ATL,SAN,0,0,,,,,,-20
ATL,LAX,0,0,,,,,,-23
ATL,SNA,0,0,,,,,,-27
ATL,SAN,0,0,,,,,,-15
ATL,LAX,0,0,,,,,,-18
ATL,SNA,0,0,,,,,,-19
ATL,LAX,0,0,,,,,,2
ATL,LAX,0,0,,,,,,-5
ATL,SFO,0,0,,,,,,-28
ATL,SFO,0,0,,,,,,-30
ATL,SAN,0,0,,,,,,-12
ATL,SFO,0,0,,,,,,-11
ATL,LAX,0,0,,,,,,-22
ATL,LAX,0,0,,,,,,-22
ATL,LAX,0,0,,,,,,-1
ATL,SFO,0,0,,,,,,-29
ATL,LAX,0,0,,,,,,-8
ATL,SMF,0,0,33,0,0,0,0,33
ATL,SMF,0,0,,,,,,2
ATL,SMF,0,0,,,,,,-17
ATL,OAK,0,0,0,0,6,0,17,23
ATL,SNA,0,0,,,,,,-19
ATL,SFO,0,0,,,,,,-17
ATL,SNA,0,0,,,,,,-29
ATL,SAN,0,0,,,,,,-22
ATL,LAX,0,0,78,0,0,0,0,78
ATL,SAN,0,0,,,,,,-18
ATL,SMF,0,0,16,0,0,0,0,16
ATL,SFO,0,0,,,,,,-23
ATL,LAX,0,0,,,,,,-4
ATL,LAX,0,0,16,0,0,0,0,16
ATL,LAX,0,0,,,,,,-8
ATL,SFO,0,0,,,,,,-19
ATL,SFO,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,-13
ATL,LAX,0,0,,,,,,-11
ATL,LAX,0,0,36,0,0,0,0,36
ATL,SFO,0,0,,,,,,-15
ATL,LAX,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,-15
ATL,SFO,0,0,,,,,,-40
ATL,LAX,0,0,,,,,,-35
ATL,SAN,0,0,,,,,,-15
ATL,SFO,0,0,,,,,,-9
ATL,LAX,0,0,,,,,,-19
ATL,LAX,0,0,,,,,,-14
ATL,LAX,0,0,9,0,1,0,5,15
ATL,SFO,0,0,,,,,,-12
ATL,SFO,0,0,,,,,,-10
ATL,SAN,0,0,,,,,,-5
ATL,SFO,0,0,,,,,,-6
ATL,LAX,0,0,,,,,,5
ATL,LAX,0,0,,,,,,-23
ATL,SFO,0,0,,,,,,-43
ATL,LAX,0,0,,,,,,-42
ATL,SNA,0,0,,,,,,-38
ATL,LAX,0,0,,,,,,5
ATL,SAN,0,0,0,0,16,0,0,16
ATL,ONT,0,0,,,,,,-18
ATL,SFO,0,0,,,,,,-2
ATL,SAN,0,0,137,0,0,0,0,137
ATL,LAX,0,0,,,,,,-16
ATL,SFO,0,0,,,,,,-19
ATL,SJC,0,0,,,,,,-11
ATL,SAN,0,0,,,,,,-8
ATL,LAX,0,0,,,,,,-26
ATL,SFO,0,0,,,,,,-19
ATL,SJC,0,0,37,0,0,0,0,37
ATL,SAN,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,-22
ATL,SNA,0,0,,,,,,-24
ATL,SAN,0,0,,,,,,-48
ATL,SFO,0,0,,,,,,-38
ATL,SAN,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,-42
ATL,LAX,0,0,,,,,,-35
ATL,SFO,0,0,,,,,,-29
ATL,SFO,0,0,,,,,,-34
ATL,SFO,0,0,,,,,,-29
ATL,LAX,0,0,,,,,,-37
ATL,LAX,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,-21
ATL,LAX,0,0,,,,,,-13
ATL,SFO,0,0,,,,,,-19
ATL,LAX,0,0,,,,,,-20
ATL,SNA,0,0,,,,,,-40
ATL,SNA,0,0,,,,,,-42
ATL,SMF,0,0,,,,,,-23
ATL,LAX,0,0,,,,,,-24
ATL,LAX,0,0,,,,,,-25
ATL,LAX,0,0,,,,,,-30
ATL,LAX,0,0,,,,,,-12
ATL,LAX,0,0,,,,,,2
ATL,SFO,0,0,,,,,,-29
ATL,SAN,0,0,,,,,,-36
ATL,SNA,0,0,,,,,,-29
ATL,SAN,0,0,,,,,,-39
ATL,SFO,0,0,,,,,,-44
ATL,LAX,0,0,,,,,,-30
ATL,SAN,0,0,,,,,,-47
ATL,LAX,0,0,137,0,0,0,0,137
ATL,LAX,0,0,,,,,,-35
ATL,SFO,0,0,,,,,,-35
ATL,SFO,0,0,,,,,,-27
ATL,SAN,0,0,,,,,,-49
ATL,SFO,0,0,,,,,,-22
ATL,SFO,0,0,,,,,,-26
ATL,SAN,0,0,,,,,,-33
ATL,LAX,0,0,,,,,,-3
ATL,SNA,0,0,,,,,,-35
ATL,SMF,0,0,,,,,,-25
ATL,LAX,0,0,,,,,,-28
ATL,LAX,0,0,,,,,,-11
ATL,SAN,0,0,,,,,,-18
ATL,LAX,0,0,,,,,,-22
ATL,SFO,0,0,,,,,,-26
ATL,SJC,0,0,,,,,,-16
ATL,SAN,0,0,,,,,,-47
ATL,SNA,0,0,,,,,,-30
ATL,SAN,0,0,,,,,,-20
ATL,SFO,0,0,,,,,,-24
ATL,SAN,0,0,,,,,,-32
ATL,LAX,0,0,,,,,,-2
ATL,LAX,0,0,,,,,,-11
ATL,SAN,0,0,,,,,,-35
ATL,LAX,0,0,,,,,,12
ATL,SFO,0,0,,,,,,-30
ATL,SFO,0,0,,,,,,-27
ATL,SAN,0,0,17,0,0,0,0,17
ATL,SFO,0,0,,,,,,-4
ATL,LAX,0,0,,,,,,13
ATL,LAX,0,0,,,,,,-20
ATL,SAN,0,0,,,,,,3
ATL,ONT,0,0,,,,,,-9
ATL,SFO,0,0,,,,,,11
ATL,SAN,0,0,,,,,,-1
ATL,LAX,0,0,,,,,,-18
ATL,SFO,0,0,,,,,,-19
ATL,SJC,0,0,0,18,0,0,23,41
ATL,SAN,0,0,,,,,,-19
ATL,LAX,0,0,13,2,0,0,4,19
ATL,SNA,0,0,,,,,,-9
ATL,SNA,0,0,,,,,,-25
ATL,SNA,0,0,,,,,,11
ATL,SMF,0,0,,,,,,-17
ATL,LAX,0,0,,,,,,-3
ATL,LAX,0,0,,,,,,-14
ATL,SAN,0,0,,,,,,-20
ATL,LAX,0,0,,,,,,-6
ATL,SFO,0,0,,,,,,-21
ATL,SJC,0,0,,,,,,-14
ATL,SAN,0,0,,,,,,-38
ATL,LAX,0,0,,,,,,-23
ATL,SNA,0,0,,,,,,-17
ATL,SAN,0,0,,,,,,-28
ATL,SFO,0,0,,,,,,-12
ATL,SAN,0,0,,,,,,-38
ATL,SFO,0,0,,,,,,-20
ATL,LAX,0,0,,,,,,-37
ATL,LAX,0,0,,,,,,-16
ATL,LAX,0,0,,,,,,-23
ATL,SFO,0,0,,,,,,-16
ATL,LAX,0,0,,,,,,-27
ATL,SNA,0,0,,,,,,-33
ATL,SNA,0,0,,,,,,12
ATL,SMF,0,0,,,,,,-36
ATL,LAX,0,0,,,,,,-29
ATL,LAX,0,0,,,,,,-30
ATL,SAN,0,0,,,,,,-35
ATL,LAX,0,0,,,,,,-34
ATL,SFO,0,0,,,,,,1
ATL,SJC,0,0,,,,,,-19
ATL,SAN,0,0,,,,,,-28
ATL,LAX,0,0,,,,,,-16
ATL,LAX,0,0,,,,,,-10
ATL,SFO,0,0,,,,,,-31
ATL,LAX,0,0,,,,,,-24
ATL,SAN,0,0,,,,,,-35
ATL,LAX,0,0,,,,,,-16
ATL,SFO,0,0,,,,,,-19
ATL,SFO,0,0,,,,,,-29
ATL,SAN,0,0,71,0,0,0,0,71
ATL,LAX,0,0,,,,,,-21
ATL,LAX,0,0,,,,,,10
ATL,SFO,0,0,,,,,,13
ATL,LAX,0,0,,,,,,-11
ATL,SNA,0,0,,,,,,-23
ATL,LAX,0,0,,,,,,-23
ATL,SAN,0,0,,,,,,-28
ATL,LAX,0,0,,,,,,0
ATL,LAX,0,0,,,,,,-4
ATL,SFO,0,0,,,,,,-18
ATL,SFO,0,0,,,,,,-20
ATL,SAN,0,0,,,,,,-19
ATL,SFO,0,0,0,33,0,0,0,33
ATL,LAX,0,0,,,,,,-20
ATL,LAX,0,0,,,,,,-12
ATL,LAX,0,0,,,,,,-23
ATL,SFO,0,0,,,,,,-13
ATL,LAX,0,0,,,,,,-36
ATL,SNA,0,0,,,,,,-4
ATL,SMF,0,0,,,,,,-20
ATL,LAX,0,0,,,,,,-25
ATL,LAX,0,0,,,,,,-19
ATL,SAN,0,0,,,,,,-8
ATL,LAX,0,0,,,,,,-27
ATL,SFO,0,0,,,,,,-4
ATL,SJC,0,0,,,,,,-21
ATL,SAN,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,-14
ATL,SNA,0,0,,,,,,-29
ATL,SAN,0,0,,,,,,-35
ATL,SFO,0,0,,,,,,-29
ATL,LAX,0,0,,,,,,-22
ATL,SNA,0,0,,,,,,-34
ATL,SNA,0,0,,,,,,-32
ATL,SMF,0,0,,,,,,-1
ATL,LAX,0,0,,,,,,-32
ATL,LAX,0,0,,,,,,-17
ATL,LAX,0,0,,,,,,10
ATL,SFO,0,0,,,,,,-20
ATL,SAN,0,0,,,,,,-29
ATL,SNA,0,0,,,,,,-14
ATL,SAN,0,0,,,,,,-16
ATL,SFO,0,0,,,,,,-17
ATL,SNA,0,0,0,4,27,0,0,31
ATL,SNA,0,1,,,,,,
ATL,SMF,0,0,44,0,0,0,10,54
ATL,LAX,0,0,,,,,,-5
ATL,SFO,0,0,,,,,,-25
ATL,SFO,0,0,,,,,,-14
ATL,SAN,0,0,0,0,19,0,0,19
ATL,SFO,0,0,,,,,,-30
ATL,LAX,0,0,,,,,,-10
ATL,LAX,0,0,44,9,0,0,11,64
ATL,LAX,0,0,0,0,28,0,0,28
ATL,SFO,0,0,,,,,,-12
ATL,LAX,0,0,,,,,,-11
ATL,SMF,0,0,,,,,,-2
ATL,SNA,0,0,,,,,,-11
ATL,SNA,0,0,,,,,,-16
ATL,LAX,0,0,,,,,,-2
ATL,LAX,0,0,9,0,0,0,7,16
ATL,LAX,0,0,0,0,15,0,0,15
ATL,SAN,0,0,0,6,0,0,50,56
ATL,LAX,0,0,,,,,,-13
ATL,SFO,0,0,0,0,37,0,0,37
ATL,SJC,0,0,,,,,,11
ATL,SAN,0,0,,,,,,-20
ATL,LAX,0,0,0,0,23,0,0,23
ATL,SNA,0,0,,,,,,-6
ATL,SAN,0,0,,,,,,-24
ATL,SAN,0,0,,,,,,-18
ATL,SFO,0,0,,,,,,-25
ATL,LAX,0,0,,,,,,-2
ATL,SAN,0,0,,,,,,-10
ATL,LAX,0,0,,,,,,2
ATL,LAX,0,0,,,,,,-16
ATL,SFO,0,0,,,,,,-28
ATL,SFO,0,0,,,,,,-47
ATL,SAN,0,0,,,,,,-12
ATL,LAX,0,0,,,,,,-10
ATL,LAX,0,0,,,,,,-8
ATL,LAX,0,0,,,,,,-13
ATL,SFO,0,0,,,,,,-9
ATL,LAX,0,0,,,,,,-3
ATL,LAX,0,0,,,,,,-17
ATL,LAX,0,0,,,,,,9
ATL,SFO,0,0,,,,,,-10
ATL,SAN,0,0,,,,,,-20
ATL,LAX,0,0,,,,,,-12
ATL,SFO,0,0,0,0,22,0,0,22
ATL,SAN,0,0,,,,,,-17
ATL,LAX,0,0,0,13,8,0,0,21
ATL,LAX,0,0,,,,,,-16
ATL,SFO,0,0,,,,,,-25
ATL,SFO,0,0,0,12,0,0,101,113
ATL,SAN,0,0,,,,,,2
ATL,SFO,0,0,,,,,,-1
ATL,LAX,0,0,20,7,0,0,0,27
ATL,LAX,0,0,,,,,,10
ATL,SFO,0,0,,,,,,-39
ATL,LAX,0,0,,,,,,13
ATL,SMF,0,0,,,,,,-7
ATL,SNA,0,0,,,,,,1
ATL,SAN,0,0,,,,,,-26
ATL,SFO,0,0,,,,,,-17
ATL,SAN,0,0,,,,,,-12
ATL,LAX,0,0,,,,,,12
ATL,LAX,0,0,,,,,,12
ATL,SFO,0,0,,,,,,-11
ATL,SAN,0,0,,,,,,3
ATL,SNA,0,0,,,,,,10
ATL,SMF,0,0,,,,,,-18
ATL,SNA,0,0,,,,,,-7
ATL,SNA,0,0,,,,,,-11
ATL,LAX,0,0,,,,,,1
ATL,LAX,0,0,,,,,,-18
ATL,SAN,0,0,,,,,,1
ATL,LAX,0,0,,,,,,-18
ATL,SFO,0,0,,,,,,6
ATL,SJC,0,0,,,,,,-12
ATL,SAN,0,0,,,,,,-17
ATL,SAN,0,0,,,,,,-29
ATL,LAX,0,0,,,,,,-21
ATL,SFO,0,0,17,0,0,0,0,17
ATL,SJC,0,0,,,,,,-1
ATL,SAN,0,0,0,0,32,0,0,32
ATL,LAX,0,0,11,0,0,0,14,25
ATL,SNA,0,0,,,,,,-13
ATL,LAX,0,0,,,,,,8
ATL,SMF,0,0,,,,,,-24
ATL,SNA,0,0,,,,,,-27
ATL,SNA,0,0,,,,,,-10
ATL,SMF,0,0,,,,,,-22
ATL,LAX,0,0,,,,,,-9
ATL,LAX,0,0,,,,,,-23
ATL,LAX,0,0,,,,,,-32
ATL,LAX,0,0,,,,,,-29
ATL,SAN,0,0,,,,,,-15
ATL,LAX,0,0,,,,,,-24
ATL,SFO,0,0,,,,,,-20
ATL,SJC,0,0,,,,,,-19
ATL,SAN,0,0,,,,,,-32
ATL,LAX,0,0,,,,,,-23
ATL,SNA,0,0,,,,,,-18
ATL,LAX,0,0,,,,,,3
ATL,SAN,0,0,,,,,,-13
ATL,SAN,0,0,,,,,,-13
ATL,LAX,0,0,44,0,0,0,0,44
ATL,SFO,0,0,,,,,,-25
ATL,SJC,0,0,,,,,,-9
ATL,LAX,0,0,,,,,,-4
ATL,SFO,0,0,0,0,25,0,0,25
ATL,LAX,0,0,,,,,,-11
ATL,SMF,0,0,,,,,,-20
ATL,SNA,0,0,,,,,,-25
ATL,SNA,0,0,,,,,,1
ATL,SMF,0,0,,,,,,-15
ATL,SNA,0,0,,,,,,-16
ATL,LAX,0,0,,,,,,-17
ATL,LAX,0,0,,,,,,-18
ATL,SAN,0,0,,,,,,-21
ATL,LAX,0,0,78,0,0,0,0,78
ATL,LAX,0,0,,,,,,-23
ATL,SFO,0,0,0,0,29,0,0,29
ATL,SFO,0,0,0,0,64,0,0,64
ATL,SAN,0,0,,,,,,-33
ATL,SFO,0,0,0,0,41,0,0,41
ATL,LAX,0,0,,,,,,-19
ATL,LAX,0,0,,,,,,3
ATL,LAX,0,0,,,,,,-9
ATL,SFO,0,0,,,,,,-18
ATL,LAX,0,0,,,,,,3
ATL,SMF,0,0,,,,,,-5
ATL,LAX,0,0,,,,,,-25
ATL,SNA,0,0,,,,,,-28
ATL,SAN,0,0,,,,,,-29
ATL,SFO,0,0,,,,,,-16
ATL,LAX,0,0,,,,,,-18
ATL,LAX,0,0,,,,,,12
ATL,SFO,0,0,21,0,0,0,0,21
ATL,LAX,0,0,,,,,,-27
ATL,SNA,0,0,,,,,,-10
ATL,SNA,0,0,,,,,,-23
ATL,SMF,0,0,,,,,,-14
ATL,LAX,0,0,,,,,,-12
ATL,LAX,0,0,,,,,,-17
ATL,SAN,0,0,,,,,,-9
ATL,LAX,0,0,,,,,,-18
ATL,SFO,0,0,,,,,,-12
ATL,SJC,0,0,,,,,,-16
ATL,SAN,0,0,,,,,,-26
ATL,LAX,0,0,,,,,,6
ATL,SFO,0,0,,,,,,-16
ATL,LAX,0,0,,,,,,1
ATL,SMF,0,0,13,0,2,0,0,15
ATL,SAN,0,0,,,,,,-25
ATL,SFO,0,0,,,,,,-11
ATL,SAN,0,0,,,,,,-27
ATL,LAX,0,0,26,0,0,0,0,26
ATL,LAX,0,0,,,,,,-18
ATL,SFO,0,0,,,,,,-30
ATL,SFO,0,0,,,,,,-11
ATL,SAN,0,0,,,,,,-18
ATL,SFO,0,0,,,,,,-22
ATL,LAX,0,0,,,,,,-29
ATL,SMF,0,0,,,,,,-21
ATL,SNA,0,0,,,,,,8
ATL,SNA,0,0,,,,,,6
ATL,SMF,0,0,,,,,,-22
ATL,LAX,0,0,,,,,,-15
ATL,LAX,0,0,,,,,,-17
ATL,SAN,0,0,,,,,,-4
ATL,LAX,0,0,,,,,,12
