ORIGIN,DEST,CANCELLED,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,0,0,16,0,0
ATL,ONT,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,137,0,0,0,0
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,37,0,0,0,0
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,137,0,0,0,0
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,17,0,0,0,0
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,ONT,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,0,18,0,0,23
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,13,2,0,0,4
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SJC,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,71,0,0,0,0
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,SAN,0,0,,,,,
ATL,SFO,0,0,0,33,0,0,0
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SFO,0,0,,,,,
ATL,LAX,0,0,,,,,
ATL,SNA,0,0,,,,,
ATL,SMF,0,0,,,,,
ATL,LAX,0,0,,,,,
